Tipo,Valor,geo,Geopolitical entity (reporting),TIME_PERIOD,OBS_VALUE,SequenciaTipo,SequenciaValor,Attribute,qryNacional.X,Y,X
Composição Agregado,Three or more adults,AT,Austria,2024,5.1,7,17,Inicio,16.9,906,16.9
Composição Agregado,Three or more adults,AT,Austria,2024,5.1,7,17,Fim,16.9,905,5.1
Composição Agregado,Three or more adults with dependent children,AT,Austria,2024,20.8,7,18,Inicio,16.9,904,16.9
Composição Agregado,Three or more adults with dependent children,AT,Austria,2024,20.8,7,18,Fim,16.9,903,20.8
Alojamento,"Owner, with mortgage or loan",AT,Austria,2024,7.1,8,1,Inicio,16.9,902,16.9
Alojamento,"Owner, with mortgage or loan",AT,Austria,2024,7.1,8,1,Fim,16.9,901,7.1
Alojamento,"Owner, no outstanding mortgage or housing loan",AT,Austria,2024,9.6,8,2,Inicio,16.9,900,16.9
Alojamento,"Owner, no outstanding mortgage or housing loan",AT,Austria,2024,9.6,8,2,Fim,16.9,899,9.6
Alojamento,"Tenant, rent at market price",AT,Austria,2024,29.2,8,3,Inicio,16.9,898,16.9
Alojamento,"Tenant, rent at market price",AT,Austria,2024,29.2,8,3,Fim,16.9,897,29.2
Alojamento,"Tenant, rent at reduced price or free",AT,Austria,2024,22.3,8,4,Inicio,16.9,896,16.9
Alojamento,"Tenant, rent at reduced price or free",AT,Austria,2024,22.3,8,4,Fim,16.9,895,22.3
Urbanização,Cities,AT,Austria,2024,24.7,9,1,Inicio,16.9,894,16.9
Urbanização,Cities,AT,Austria,2024,24.7,9,1,Fim,16.9,893,24.7
Urbanização,Towns and suburbs,AT,Austria,2024,14.7,9,2,Inicio,16.9,892,16.9
Urbanização,Towns and suburbs,AT,Austria,2024,14.7,9,2,Fim,16.9,891,14.7
Urbanização,Rural areas,AT,Austria,2024,12.2,9,3,Inicio,16.9,890,16.9
Urbanização,Rural areas,AT,Austria,2024,12.2,9,3,Fim,16.9,889,12.2
Escolaridade Pais,"Less than primary, primary and lower secondary education (levels 0-2)",AT,Austria,2024,66.5,10,1,Inicio,16.9,888,16.9
Escolaridade Pais,"Less than primary, primary and lower secondary education (levels 0-2)",AT,Austria,2024,66.5,10,1,Fim,16.9,887,66.5
Escolaridade Pais,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2024,18.9,10,2,Inicio,16.9,886,16.9
Escolaridade Pais,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2024,18.9,10,2,Fim,16.9,885,18.9
Escolaridade Pais,Tertiary education (levels 5-8),AT,Austria,2024,16.3,10,3,Inicio,16.9,884,16.9
Escolaridade Pais,Tertiary education (levels 5-8),AT,Austria,2024,16.3,10,3,Fim,16.9,883,16.3
Cidadania,Reporting country,AT,Austria,2024,11.9,11,1,Inicio,16.9,882,16.9
Cidadania,Reporting country,AT,Austria,2024,11.9,11,1,Fim,16.9,881,11.9
Cidadania,Foreign country,AT,Austria,2024,33.9,11,2,Inicio,16.9,880,16.9
Cidadania,Foreign country,AT,Austria,2024,33.9,11,2,Fim,16.9,879,33.9
Cidadania,EU27 countries (from 2020) except reporting country,AT,Austria,2024,26.3,11,3,Inicio,16.9,878,16.9
Cidadania,EU27 countries (from 2020) except reporting country,AT,Austria,2024,26.3,11,3,Fim,16.9,877,26.3
Cidadania,Non-EU27 countries (from 2020) nor reporting country,AT,Austria,2024,42.1,11,4,Inicio,16.9,876,16.9
Cidadania,Non-EU27 countries (from 2020) nor reporting country,AT,Austria,2024,42.1,11,4,Fim,16.9,875,42.1
Cidadania,Non-EU28 countries (2013-2020) nor reporting country,AT,Austria,2024,42.1,11,5,Inicio,16.9,874,16.9
Cidadania,Non-EU28 countries (2013-2020) nor reporting country,AT,Austria,2024,42.1,11,5,Fim,16.9,873,42.1
Cidadania,EU28 countries (2013-2020) except reporting country,AT,Austria,2024,26.5,11,6,Inicio,16.9,872,16.9
Cidadania,EU28 countries (2013-2020) except reporting country,AT,Austria,2024,26.5,11,6,Fim,16.9,871,26.5
Pais de Nascimento,Reporting country,AT,Austria,2024,11.2,12,1,Inicio,16.9,870,16.9
Pais de Nascimento,Reporting country,AT,Austria,2024,11.2,12,1,Fim,16.9,869,11.2
Pais de Nascimento,Foreign country,AT,Austria,2024,33.2,12,2,Inicio,16.9,868,16.9
Pais de Nascimento,Foreign country,AT,Austria,2024,33.2,12,2,Fim,16.9,867,33.2
Pais de Nascimento,EU27 countries (from 2020) except reporting country,AT,Austria,2024,24.9,12,3,Inicio,16.9,866,16.9
Pais de Nascimento,EU27 countries (from 2020) except reporting country,AT,Austria,2024,24.9,12,3,Fim,16.9,865,24.9
Pais de Nascimento,Non-EU27 countries (from 2020) nor reporting country,AT,Austria,2024,39.9,12,4,Inicio,16.9,864,16.9
Pais de Nascimento,Non-EU27 countries (from 2020) nor reporting country,AT,Austria,2024,39.9,12,4,Fim,16.9,863,39.9
Total,Total,BE,Belgium,2024,18.2,1,1,Inicio,18.2,1000,18.2
Total,Total,BE,Belgium,2024,18.2,1,1,Fim,18.2,800,18.2
Sexo,Males,BE,Belgium,2024,17.6,2,1,Inicio,18.2,988,18.2
Sexo,Males,BE,Belgium,2024,17.6,2,1,Fim,18.2,987,17.6
Sexo,Females,BE,Belgium,2024,18.9,2,2,Inicio,18.2,986,18.2
Sexo,Females,BE,Belgium,2024,18.9,2,2,Fim,18.2,985,18.9
Idade,06-10,BE,Belgium,2024,19.4,3,1,Inicio,18.2,984,18.2
Idade,06-10,BE,Belgium,2024,19.4,3,1,Fim,18.2,983,19.4
Idade,11-15,BE,Belgium,2024,22.9,3,2,Inicio,18.2,982,18.2
Idade,11-15,BE,Belgium,2024,22.9,3,2,Fim,18.2,981,22.9
Idade,16-19,BE,Belgium,2024,22.7,3,3,Inicio,18.2,980,18.2
Idade,16-19,BE,Belgium,2024,22.7,3,3,Fim,18.2,979,22.7
Idade,20-24,BE,Belgium,2024,19.9,3,4,Inicio,18.2,978,18.2
Idade,20-24,BE,Belgium,2024,19.9,3,4,Fim,18.2,977,19.9
Idade,25-49,BE,Belgium,2024,16.3,3,5,Inicio,18.2,976,18.2
Idade,25-49,BE,Belgium,2024,16.3,3,5,Fim,18.2,975,16.3
Idade,50-64,BE,Belgium,2024,21.7,3,6,Inicio,18.2,974,18.2
Idade,50-64,BE,Belgium,2024,21.7,3,6,Fim,18.2,973,21.7
Idade,65-74,BE,Belgium,2024,13.2,3,7,Inicio,18.2,972,18.2
Idade,65-74,BE,Belgium,2024,13.2,3,7,Fim,18.2,971,13.2
Idade,75-00,BE,Belgium,2024,15.8,3,8,Inicio,18.2,970,18.2
Idade,75-00,BE,Belgium,2024,15.8,3,8,Fim,18.2,969,15.8
Escolaridade,"Less than primary, primary and lower secondary education (levels 0-2)",BE,Belgium,2024,35.1,4,1,Inicio,18.2,968,18.2
Escolaridade,"Less than primary, primary and lower secondary education (levels 0-2)",BE,Belgium,2024,35.1,4,1,Fim,18.2,967,35.1
Escolaridade,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2024,18.5,4,2,Inicio,18.2,966,18.2
Escolaridade,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2024,18.5,4,2,Fim,18.2,965,18.5
Escolaridade,Tertiary education (levels 5-8),BE,Belgium,2024,9,4,3,Inicio,18.2,964,18.2
Escolaridade,Tertiary education (levels 5-8),BE,Belgium,2024,9,4,3,Fim,18.2,963,9
Atividade,Employed persons,BE,Belgium,2024,6.4,5,1,Inicio,18.2,962,18.2
Atividade,Employed persons,BE,Belgium,2024,6.4,5,1,Fim,18.2,961,6.4
Atividade,Not employed persons,BE,Belgium,2024,29.8,5,2,Inicio,18.2,960,18.2
Atividade,Not employed persons,BE,Belgium,2024,29.8,5,2,Fim,18.2,959,29.8
Atividade,Employed persons except employees,BE,Belgium,2024,15.1,5,3,Inicio,18.2,958,18.2
Atividade,Employed persons except employees,BE,Belgium,2024,15.1,5,3,Fim,18.2,957,15.1
Atividade,Employees,BE,Belgium,2024,5.1,5,4,Inicio,18.2,956,18.2
Atividade,Employees,BE,Belgium,2024,5.1,5,4,Fim,18.2,955,5.1
Atividade,Unemployed persons,BE,Belgium,2024,69,5,5,Inicio,18.2,954,18.2
Atividade,Unemployed persons,BE,Belgium,2024,69,5,5,Fim,18.2,953,69
Atividade,Other persons outside the labour force,BE,Belgium,2024,46.2,5,6,Inicio,18.2,952,18.2
Atividade,Other persons outside the labour force,BE,Belgium,2024,46.2,5,6,Fim,18.2,951,46.2
Atividade,Retired persons,BE,Belgium,2024,12.9,5,7,Inicio,18.2,950,18.2
Atividade,Retired persons,BE,Belgium,2024,12.9,5,7,Fim,18.2,949,12.9
Rendimento,First quintile,BE,Belgium,2024,70.3,6,1,Inicio,18.2,948,18.2
Rendimento,First quintile,BE,Belgium,2024,70.3,6,1,Fim,18.2,947,70.3
Rendimento,Second quintile,BE,Belgium,2024,14.2,6,2,Inicio,18.2,946,18.2
Rendimento,Second quintile,BE,Belgium,2024,14.2,6,2,Fim,18.2,945,14.2
Rendimento,Third quintile,BE,Belgium,2024,4.6,6,3,Inicio,18.2,944,18.2
Rendimento,Third quintile,BE,Belgium,2024,4.6,6,3,Fim,18.2,943,4.6
Rendimento,Fourth quintile,BE,Belgium,2024,1.9,6,4,Inicio,18.2,942,18.2
Rendimento,Fourth quintile,BE,Belgium,2024,1.9,6,4,Fim,18.2,941,1.9
Rendimento,Fifth quintile,BE,Belgium,2024,0.3,6,5,Inicio,18.2,940,18.2
Rendimento,Fifth quintile,BE,Belgium,2024,0.3,6,5,Fim,18.2,939,0.3
Composição Agregado,One adult,BE,Belgium,2024,27.2,7,1,Inicio,18.2,938,18.2
Composição Agregado,One adult,BE,Belgium,2024,27.2,7,1,Fim,18.2,937,27.2
Composição Agregado,One adult younger than 65 years,BE,Belgium,2024,35.2,7,2,Inicio,18.2,936,18.2
Composição Agregado,One adult younger than 65 years,BE,Belgium,2024,35.2,7,2,Fim,18.2,935,35.2
Composição Agregado,One adult 65 years or over,BE,Belgium,2024,16.6,7,3,Inicio,18.2,934,18.2
Composição Agregado,One adult 65 years or over,BE,Belgium,2024,16.6,7,3,Fim,18.2,933,16.6
Composição Agregado,One single female,BE,Belgium,2024,25.8,7,4,Inicio,18.2,932,18.2
Composição Agregado,One single female,BE,Belgium,2024,25.8,7,4,Fim,18.2,931,25.8
Composição Agregado,One single male,BE,Belgium,2024,28.7,7,5,Inicio,18.2,930,18.2
Composição Agregado,One single male,BE,Belgium,2024,28.7,7,5,Fim,18.2,929,28.7
Composição Agregado,Two adults,BE,Belgium,2024,13.6,7,6,Inicio,18.2,928,18.2
Composição Agregado,Two adults,BE,Belgium,2024,13.6,7,6,Fim,18.2,927,13.6
Composição Agregado,Two adults younger than 65 years,BE,Belgium,2024,11.8,7,7,Inicio,18.2,926,18.2
Composição Agregado,Two adults younger than 65 years,BE,Belgium,2024,11.8,7,7,Fim,18.2,925,11.8
Composição Agregado,"Two adults, at least one aged 65 years or over",BE,Belgium,2024,15.3,7,8,Inicio,18.2,924,18.2
Composição Agregado,"Two adults, at least one aged 65 years or over",BE,Belgium,2024,15.3,7,8,Fim,18.2,923,15.3
Composição Agregado,Household without dependent children,BE,Belgium,2024,18.2,7,9,Inicio,18.2,922,18.2
Composição Agregado,Household without dependent children,BE,Belgium,2024,18.2,7,9,Fim,18.2,921,18.2
Composição Agregado,Household with dependent children,BE,Belgium,2024,18.3,7,10,Inicio,18.2,920,18.2
Composição Agregado,Household with dependent children,BE,Belgium,2024,18.3,7,10,Fim,18.2,919,18.3
Composição Agregado,One adult with dependent children,BE,Belgium,2024,39.5,7,11,Inicio,18.2,918,18.2
Composição Agregado,One adult with dependent children,BE,Belgium,2024,39.5,7,11,Fim,18.2,917,39.5
Composição Agregado,Two or more adults without dependent children,BE,Belgium,2024,13.5,7,12,Inicio,18.2,916,18.2
Composição Agregado,Two or more adults without dependent children,BE,Belgium,2024,13.5,7,12,Fim,18.2,915,13.5
Composição Agregado,Two or more adults with dependent children,BE,Belgium,2024,14.5,7,13,Inicio,18.2,914,18.2
Composição Agregado,Two or more adults with dependent children,BE,Belgium,2024,14.5,7,13,Fim,18.2,913,14.5
Composição Agregado,Two adults with one dependent child,BE,Belgium,2024,15,7,14,Inicio,18.2,912,18.2
Composição Agregado,Two adults with one dependent child,BE,Belgium,2024,15,7,14,Fim,18.2,911,15
Composição Agregado,Two adults with two dependent children,BE,Belgium,2024,9.5,7,15,Inicio,18.2,910,18.2
Composição Agregado,Two adults with two dependent children,BE,Belgium,2024,9.5,7,15,Fim,18.2,909,9.5
Composição Agregado,Two adults with three or more dependent children,BE,Belgium,2024,21.2,7,16,Inicio,18.2,908,18.2
Composição Agregado,Two adults with three or more dependent children,BE,Belgium,2024,21.2,7,16,Fim,18.2,907,21.2
Composição Agregado,Three or more adults,BE,Belgium,2024,13.1,7,17,Inicio,18.2,906,18.2
Composição Agregado,Three or more adults,BE,Belgium,2024,13.1,7,17,Fim,18.2,905,13.1
Composição Agregado,Three or more adults with dependent children,BE,Belgium,2024,15.5,7,18,Inicio,18.2,904,18.2
Composição Agregado,Three or more adults with dependent children,BE,Belgium,2024,15.5,7,18,Fim,18.2,903,15.5
Alojamento,"Owner, with mortgage or loan",BE,Belgium,2024,7.5,8,1,Inicio,18.2,902,18.2
Alojamento,"Owner, with mortgage or loan",BE,Belgium,2024,7.5,8,1,Fim,18.2,901,7.5
Alojamento,"Owner, no outstanding mortgage or housing loan",BE,Belgium,2024,13.9,8,2,Inicio,18.2,900,18.2
Alojamento,"Owner, no outstanding mortgage or housing loan",BE,Belgium,2024,13.9,8,2,Fim,18.2,899,13.9
Alojamento,"Tenant, rent at market price",BE,Belgium,2024,33.4,8,3,Inicio,18.2,898,18.2
Alojamento,"Tenant, rent at market price",BE,Belgium,2024,33.4,8,3,Fim,18.2,897,33.4
Alojamento,"Tenant, rent at reduced price or free",BE,Belgium,2024,47.9,8,4,Inicio,18.2,896,18.2
Alojamento,"Tenant, rent at reduced price or free",BE,Belgium,2024,47.9,8,4,Fim,18.2,895,47.9
Urbanização,Cities,BE,Belgium,2024,27.5,9,1,Inicio,18.2,894,18.2
Urbanização,Cities,BE,Belgium,2024,27.5,9,1,Fim,18.2,893,27.5
Urbanização,Towns and suburbs,BE,Belgium,2024,14.5,9,2,Inicio,18.2,892,18.2
Urbanização,Towns and suburbs,BE,Belgium,2024,14.5,9,2,Fim,18.2,891,14.5
Urbanização,Rural areas,BE,Belgium,2024,13.4,9,3,Inicio,18.2,890,18.2
Urbanização,Rural areas,BE,Belgium,2024,13.4,9,3,Fim,18.2,889,13.4
Escolaridade Pais,"Less than primary, primary and lower secondary education (levels 0-2)",BE,Belgium,2024,70,10,1,Inicio,18.2,888,18.2
Escolaridade Pais,"Less than primary, primary and lower secondary education (levels 0-2)",BE,Belgium,2024,70,10,1,Fim,18.2,887,70
Escolaridade Pais,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2024,29.6,10,2,Inicio,18.2,886,18.2
Escolaridade Pais,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2024,29.6,10,2,Fim,18.2,885,29.6
Escolaridade Pais,Tertiary education (levels 5-8),BE,Belgium,2024,8.4,10,3,Inicio,18.2,884,18.2
Escolaridade Pais,Tertiary education (levels 5-8),BE,Belgium,2024,8.4,10,3,Fim,18.2,883,8.4
Cidadania,Reporting country,BE,Belgium,2024,15.7,11,1,Inicio,18.2,882,18.2
Cidadania,Reporting country,BE,Belgium,2024,15.7,11,1,Fim,18.2,881,15.7
Cidadania,Foreign country,BE,Belgium,2024,32.8,11,2,Inicio,18.2,880,18.2
Cidadania,Foreign country,BE,Belgium,2024,32.8,11,2,Fim,18.2,879,32.8
Cidadania,EU27 countries (from 2020) except reporting country,BE,Belgium,2024,24.9,11,3,Inicio,18.2,878,18.2
Cidadania,EU27 countries (from 2020) except reporting country,BE,Belgium,2024,24.9,11,3,Fim,18.2,877,24.9
Cidadania,Non-EU27 countries (from 2020) nor reporting country,BE,Belgium,2024,45.9,11,4,Inicio,18.2,876,18.2
Cidadania,Non-EU27 countries (from 2020) nor reporting country,BE,Belgium,2024,45.9,11,4,Fim,18.2,875,45.9
Cidadania,Non-EU28 countries (2013-2020) nor reporting country,BE,Belgium,2024,46.5,11,5,Inicio,18.2,874,18.2
Cidadania,Non-EU28 countries (2013-2020) nor reporting country,BE,Belgium,2024,46.5,11,5,Fim,18.2,873,46.5
Cidadania,EU28 countries (2013-2020) except reporting country,BE,Belgium,2024,24.8,11,6,Inicio,18.2,872,18.2
Cidadania,EU28 countries (2013-2020) except reporting country,BE,Belgium,2024,24.8,11,6,Fim,18.2,871,24.8
Pais de Nascimento,Reporting country,BE,Belgium,2024,14.4,12,1,Inicio,18.2,870,18.2
Pais de Nascimento,Reporting country,BE,Belgium,2024,14.4,12,1,Fim,18.2,869,14.4
Pais de Nascimento,Foreign country,BE,Belgium,2024,32.3,12,2,Inicio,18.2,868,18.2
Pais de Nascimento,Foreign country,BE,Belgium,2024,32.3,12,2,Fim,18.2,867,32.3
Pais de Nascimento,EU27 countries (from 2020) except reporting country,BE,Belgium,2024,19.6,12,3,Inicio,18.2,866,18.2
Pais de Nascimento,EU27 countries (from 2020) except reporting country,BE,Belgium,2024,19.6,12,3,Fim,18.2,865,19.6
Pais de Nascimento,Non-EU27 countries (from 2020) nor reporting country,BE,Belgium,2024,41.4,12,4,Inicio,18.2,864,18.2
Pais de Nascimento,Non-EU27 countries (from 2020) nor reporting country,BE,Belgium,2024,41.4,12,4,Fim,18.2,863,41.4
Total,Total,BG,Bulgaria,2024,30.3,1,1,Inicio,30.3,1000,30.3
Total,Total,BG,Bulgaria,2024,30.3,1,1,Fim,30.3,800,30.3
Sexo,Males,BG,Bulgaria,2024,28.9,2,1,Inicio,30.3,988,30.3
Sexo,Males,BG,Bulgaria,2024,28.9,2,1,Fim,30.3,987,28.9
Sexo,Females,BG,Bulgaria,2024,31.6,2,2,Inicio,30.3,986,30.3
Sexo,Females,BG,Bulgaria,2024,31.6,2,2,Fim,30.3,985,31.6
Idade,06-10,BG,Bulgaria,2024,31.6,3,1,Inicio,30.3,984,30.3
Idade,06-10,BG,Bulgaria,2024,31.6,3,1,Fim,30.3,983,31.6
Idade,11-15,BG,Bulgaria,2024,35.8,3,2,Inicio,30.3,982,30.3
Idade,11-15,BG,Bulgaria,2024,35.8,3,2,Fim,30.3,981,35.8
Idade,16-19,BG,Bulgaria,2024,38.6,3,3,Inicio,30.3,980,30.3
Idade,16-19,BG,Bulgaria,2024,38.6,3,3,Fim,30.3,979,38.6
Idade,20-24,BG,Bulgaria,2024,29.8,3,4,Inicio,30.3,978,30.3
Idade,20-24,BG,Bulgaria,2024,29.8,3,4,Fim,30.3,977,29.8
Idade,25-49,BG,Bulgaria,2024,25.8,3,5,Inicio,30.3,976,30.3
Idade,25-49,BG,Bulgaria,2024,25.8,3,5,Fim,30.3,975,25.8
Idade,50-64,BG,Bulgaria,2024,25.6,3,6,Inicio,30.3,974,30.3
Idade,50-64,BG,Bulgaria,2024,25.6,3,6,Fim,30.3,973,25.6
Idade,65-74,BG,Bulgaria,2024,34.3,3,7,Inicio,30.3,972,30.3
Idade,65-74,BG,Bulgaria,2024,34.3,3,7,Fim,30.3,971,34.3
Idade,75-00,BG,Bulgaria,2024,39.6,3,8,Inicio,30.3,970,30.3
Idade,75-00,BG,Bulgaria,2024,39.6,3,8,Fim,30.3,969,39.6
Escolaridade,"Less than primary, primary and lower secondary education (levels 0-2)",BG,Bulgaria,2024,61.4,4,1,Inicio,30.3,968,30.3
Escolaridade,"Less than primary, primary and lower secondary education (levels 0-2)",BG,Bulgaria,2024,61.4,4,1,Fim,30.3,967,61.4
