Pais_Desc,Pais_Cod,Mes,Taxa,TaxaEA,Diferenca,N4,N3,N2,N1,P1,P2,P3,P4,Sinal,,,,,,5
Austria,AT,2012/08/15,5.6,11.6,-6,0,0,1,5,0,0,0,0,N,,,,,,
Austria,AT,2012/09/15,5.5,11.7,-6.2,0,0,1.2,5,0,0,0,0,N,,,,,,
Austria,AT,2012/10/15,5.3,11.9,-6.6,0,0,1.6,5,0,0,0,0,N,,,,,,
Austria,AT,2012/11/15,5.5,12,-6.5,0,0,1.5,5,0,0,0,0,N,,,,,,
Austria,AT,2012/12/15,5.4,12,-6.6,0,0,1.6,5,0,0,0,0,N,,,,,,
Austria,AT,2013/01/15,6,12.2,-6.2,0,0,1.2,5,0,0,0,0,N,,,,,,
Austria,AT,2013/02/15,5.7,12.2,-6.5,0,0,1.5,5,0,0,0,0,N,,,,,,
Austria,AT,2013/03/15,5.9,12.2,-6.3,0,0,1.3,5,0,0,0,0,N,,,,,,
Austria,AT,2013/04/15,5.4,12.2,-6.8,0,0,1.8,5,0,0,0,0,N,,,,,,
Austria,AT,2013/05/15,5.4,12.2,-6.8,0,0,1.8,5,0,0,0,0,N,,,,,,
Austria,AT,2013/06/15,5.5,12.2,-6.7,0,0,1.7,5,0,0,0,0,N,,,,,,
Austria,AT,2013/07/15,5.7,12.1,-6.4,0,0,1.4,5,0,0,0,0,N,,,,,,
Austria,AT,2013/08/15,5.6,12.1,-6.5,0,0,1.5,5,0,0,0,0,N,,,,,,
Austria,AT,2013/09/15,5.9,12.1,-6.2,0,0,1.2,5,0,0,0,0,N,,,,,,
Austria,AT,2013/10/15,5.8,12.1,-6.3,0,0,1.3,5,0,0,0,0,N,,,,,,
Austria,AT,2013/11/15,5.9,12.1,-6.2,0,0,1.2,5,0,0,0,0,N,,,,,,
Austria,AT,2013/12/15,5.9,12,-6.1,0,0,1.1,5,0,0,0,0,N,,,,,,
Austria,AT,2014/01/15,6.3,12,-5.7,0,0,0.7,5,0,0,0,0,N,,,,,,
Austria,AT,2014/02/15,5.8,12,-6.2,0,0,1.2,5,0,0,0,0,N,,,,,,
Austria,AT,2014/03/15,6.2,11.9,-5.7,0,0,0.7,5,0,0,0,0,N,,,,,,
Austria,AT,2014/04/15,5.5,11.8,-6.3,0,0,1.3,5,0,0,0,0,N,,,,,,
Austria,AT,2014/05/15,5.9,11.8,-5.9,0,0,0.9,5,0,0,0,0,N,,,,,,
Austria,AT,2014/06/15,6.2,11.6,-5.4,0,0,0.4,5,0,0,0,0,N,,,,,,
Austria,AT,2014/07/15,6.2,11.7,-5.5,0,0,0.5,5,0,0,0,0,N,,,,,,
Austria,AT,2014/08/15,5.9,11.6,-5.7,0,0,0.7,5,0,0,0,0,N,,,,,,
Austria,AT,2014/09/15,6.1,11.6,-5.5,0,0,0.5,5,0,0,0,0,N,,,,,,
Austria,AT,2014/10/15,6.1,11.6,-5.5,0,0,0.5,5,0,0,0,0,N,,,,,,
Austria,AT,2014/11/15,6.2,11.6,-5.4,0,0,0.4,5,0,0,0,0,N,,,,,,
Austria,AT,2014/12/15,6.2,11.5,-5.3,0,0,0.3,5,0,0,0,0,N,,,,,,
Austria,AT,2015/01/15,5.9,11.4,-5.5,0,0,0.5,5,0,0,0,0,N,,,,,,
Austria,AT,2015/02/15,5.9,11.3,-5.4,0,0,0.4,5,0,0,0,0,N,,,,,,
Austria,AT,2015/03/15,6.2,11.3,-5.1,0,0,0.1,5,0,0,0,0,N,,,,,,
Austria,AT,2015/04/15,6.2,11.2,-5,0,0,0,5,0,0,0,0,N,,,,,,
Austria,AT,2015/05/15,6.4,11.2,-4.8,0,0,0,4.8,0,0,0,0,N,,,,,,
Austria,AT,2015/06/15,6.2,11.1,-4.9,0,0,0,4.9,0,0,0,0,N,,,,,,
Austria,AT,2015/07/15,6.1,10.8,-4.7,0,0,0,4.7,0,0,0,0,N,,,,,,
Austria,AT,2015/08/15,5.9,10.8,-4.9,0,0,0,4.9,0,0,0,0,N,,,,,,
Austria,AT,2015/09/15,6.2,10.7,-4.5,0,0,0,4.5,0,0,0,0,N,,,,,,
Austria,AT,2015/10/15,6,10.7,-4.7,0,0,0,4.7,0,0,0,0,N,,,,,,
Austria,AT,2015/11/15,6.6,10.6,-4,0,0,0,4,0,0,0,0,N,,,,,,
Austria,AT,2015/12/15,6.3,10.6,-4.3,0,0,0,4.3,0,0,0,0,N,,,,,,
Austria,AT,2016/01/15,6.7,10.5,-3.8,0,0,0,3.8,0,0,0,0,N,,,,,,
Austria,AT,2016/02/15,6.3,10.4,-4.1,0,0,0,4.1,0,0,0,0,N,,,,,,
Austria,AT,2016/03/15,6.3,10.4,-4.1,0,0,0,4.1,0,0,0,0,N,,,,,,
Austria,AT,2016/04/15,6.3,10.3,-4,0,0,0,4,0,0,0,0,N,,,,,,
Austria,AT,2016/05/15,6.8,10.2,-3.4,0,0,0,3.4,0,0,0,0,N,,,,,,
Austria,AT,2016/06/15,6.7,10.2,-3.5,0,0,0,3.5,0,0,0,0,N,,,,,,
Austria,AT,2016/07/15,6.6,10,-3.4,0,0,0,3.4,0,0,0,0,N,,,,,,
Austria,AT,2016/08/15,6.8,10,-3.2,0,0,0,3.2,0,0,0,0,N,,,,,,
Austria,AT,2016/09/15,6.5,9.9,-3.4,0,0,0,3.4,0,0,0,0,N,,,,,,
Austria,AT,2016/10/15,6.4,9.9,-3.5,0,0,0,3.5,0,0,0,0,N,,,,,,
Austria,AT,2016/11/15,6.2,9.9,-3.7,0,0,0,3.7,0,0,0,0,N,,,,,,
Austria,AT,2016/12/15,6,9.8,-3.8,0,0,0,3.8,0,0,0,0,N,,,,,,
Austria,AT,2017/01/15,6.3,9.6,-3.3,0,0,0,3.3,0,0,0,0,N,,,,,,
Austria,AT,2017/02/15,6.1,9.5,-3.4,0,0,0,3.4,0,0,0,0,N,,,,,,
Austria,AT,2017/03/15,6.1,9.5,-3.4,0,0,0,3.4,0,0,0,0,N,,,,,,
Austria,AT,2017/04/15,6,9.3,-3.3,0,0,0,3.3,0,0,0,0,N,,,,,,
Austria,AT,2017/05/15,6.1,9.3,-3.2,0,0,0,3.2,0,0,0,0,N,,,,,,
Austria,AT,2017/06/15,5.6,9.1,-3.5,0,0,0,3.5,0,0,0,0,N,,,,,,
Austria,AT,2017/07/15,5.9,9.1,-3.2,0,0,0,3.2,0,0,0,0,N,,,,,,
Austria,AT,2017/08/15,6,9,-3,0,0,0,3,0,0,0,0,N,,,,,,
Austria,AT,2017/09/15,5.7,8.9,-3.2,0,0,0,3.2,0,0,0,0,N,,,,,,
Austria,AT,2017/10/15,5.6,8.8,-3.2,0,0,0,3.2,0,0,0,0,N,,,,,,
Austria,AT,2017/11/15,6.1,8.8,-2.7,0,0,0,2.7,0,0,0,0,N,,,,,,
Austria,AT,2017/12/15,5.8,8.7,-2.9,0,0,0,2.9,0,0,0,0,N,,,,,,
Austria,AT,2018/01/15,5.6,8.7,-3.1,0,0,0,3.1,0,0,0,0,N,,,,,,
Austria,AT,2018/02/15,5.4,8.6,-3.2,0,0,0,3.2,0,0,0,0,N,,,,,,
Austria,AT,2018/03/15,5.3,8.5,-3.2,0,0,0,3.2,0,0,0,0,N,,,,,,
Austria,AT,2018/04/15,5.1,8.4,-3.3,0,0,0,3.3,0,0,0,0,N,,,,,,
Austria,AT,2018/05/15,4.9,8.3,-3.4,0,0,0,3.4,0,0,0,0,N,,,,,,
Austria,AT,2018/06/15,5,8.2,-3.2,0,0,0,3.2,0,0,0,0,N,,,,,,
Austria,AT,2018/07/15,5.3,8.1,-2.8,0,0,0,2.8,0,0,0,0,N,,,,,,
Austria,AT,2018/08/15,5.4,8,-2.6,0,0,0,2.6,0,0,0,0,N,,,,,,
Austria,AT,2018/09/15,5.3,8,-2.7,0,0,0,2.7,0,0,0,0,N,,,,,,
Austria,AT,2018/10/15,5.2,8,-2.8,0,0,0,2.8,0,0,0,0,N,,,,,,
Austria,AT,2018/11/15,4.9,7.9,-3,0,0,0,3,0,0,0,0,N,,,,,,
Austria,AT,2018/12/15,5.2,7.9,-2.7,0,0,0,2.7,0,0,0,0,N,,,,,,
Austria,AT,2019/01/15,5,7.9,-2.9,0,0,0,2.9,0,0,0,0,N,,,,,,
Austria,AT,2019/02/15,5.1,7.8,-2.7,0,0,0,2.7,0,0,0,0,N,,,,,,
Austria,AT,2019/03/15,5.1,7.7,-2.6,0,0,0,2.6,0,0,0,0,N,,,,,,
Austria,AT,2019/04/15,5.1,7.7,-2.6,0,0,0,2.6,0,0,0,0,N,,,,,,
Austria,AT,2019/05/15,4.9,7.6,-2.7,0,0,0,2.7,0,0,0,0,N,,,,,,
Austria,AT,2019/06/15,4.6,7.5,-2.9,0,0,0,2.9,0,0,0,0,N,,,,,,
Austria,AT,2019/07/15,4.9,7.5,-2.6,0,0,0,2.6,0,0,0,0,N,,,,,,
Austria,AT,2019/08/15,5,7.5,-2.5,0,0,0,2.5,0,0,0,0,N,,,,,,
Austria,AT,2019/09/15,4.5,7.5,-3,0,0,0,3,0,0,0,0,N,,,,,,
Austria,AT,2019/10/15,4.9,7.4,-2.5,0,0,0,2.5,0,0,0,0,N,,,,,,
Austria,AT,2019/11/15,4.3,7.5,-3.2,0,0,0,3.2,0,0,0,0,N,,,,,,
Austria,AT,2019/12/15,4.5,7.5,-3,0,0,0,3,0,0,0,0,N,,,,,,
Austria,AT,2020/01/15,4.5,7.5,-3,0,0,0,3,0,0,0,0,N,,,,,,
Austria,AT,2020/02/15,4.6,7.3,-2.7,0,0,0,2.7,0,0,0,0,N,,,,,,
Austria,AT,2020/03/15,4.9,7.2,-2.3,0,0,0,2.3,0,0,0,0,N,,,,,,
Austria,AT,2020/04/15,6.1,7.4,-1.3,0,0,0,1.3,0,0,0,0,N,,,,,,
Austria,AT,2020/05/15,7.2,7.7,-0.5,0,0,0,0.5,0,0,0,0,N,,,,,,
Austria,AT,2020/06/15,7.7,8.1,-0.4,0,0,0,0.4,0,0,0,0,N,,,,,,
Austria,AT,2020/07/15,6.7,8.5,-1.8,0,0,0,1.8,0,0,0,0,N,,,,,,
Austria,AT,2020/08/15,6.4,8.6,-2.2,0,0,0,2.2,0,0,0,0,N,,,,,,
Austria,AT,2020/09/15,6.2,8.6,-2.4,0,0,0,2.4,0,0,0,0,N,,,,,,
Austria,AT,2020/10/15,6,8.4,-2.4,0,0,0,2.4,0,0,0,0,N,,,,,,
Austria,AT,2020/11/15,6.1,8.2,-2.1,0,0,0,2.1,0,0,0,0,N,,,,,,
Austria,AT,2020/12/15,6.8,8.2,-1.4,0,0,0,1.4,0,0,0,0,N,,,,,,
Austria,AT,2021/01/15,7.4,8.3,-0.9,0,0,0,0.9,0,0,0,0,N,,,,,,
Austria,AT,2021/02/15,7.1,8.3,-1.2,0,0,0,1.2,0,0,0,0,N,,,,,,
Austria,AT,2021/03/15,6.9,8.2,-1.3,0,0,0,1.3,0,0,0,0,N,,,,,,
Austria,AT,2021/04/15,7.2,8.3,-1.1,0,0,0,1.1,0,0,0,0,N,,,,,,
Austria,AT,2021/05/15,6.7,8.1,-1.4,0,0,0,1.4,0,0,0,0,N,,,,,,
Austria,AT,2021/06/15,6.3,7.9,-1.6,0,0,0,1.6,0,0,0,0,N,,,,,,
Austria,AT,2021/07/15,5.9,7.7,-1.8,0,0,0,1.8,0,0,0,0,N,,,,,,
Austria,AT,2021/08/15,5.9,7.6,-1.7,0,0,0,1.7,0,0,0,0,N,,,,,,
Austria,AT,2021/09/15,5,7.4,-2.4,0,0,0,2.4,0,0,0,0,N,,,,,,
Austria,AT,2021/10/15,5.7,7.3,-1.6,0,0,0,1.6,0,0,0,0,N,,,,,,
Austria,AT,2021/11/15,5.1,7.2,-2.1,0,0,0,2.1,0,0,0,0,N,,,,,,
Austria,AT,2021/12/15,4.9,7.1,-2.2,0,0,0,2.2,0,0,0,0,N,,,,,,
Austria,AT,2022/01/15,4.7,7,-2.3,0,0,0,2.3,0,0,0,0,N,,,,,,
